Valor,Marca,Modelo,AnoModelo,Combustivel,CodigoFipe,MesReferencia,Autenticacao,TipoVeiculo,SiglaCombustivel,DataConsulta
"R$ 48.129,00",BMW,840Ci,1997,Gasolina,009050-6,outubro de 2023 ,xjmv2httbzp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 46.185,00",BMW,840Ci,1996,Gasolina,009050-6,outubro de 2023 ,wst8ybkvkdp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 43.507,00",BMW,840Ci,1995,Gasolina,009050-6,outubro de 2023 ,vsfxd361jfp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 36.827,00",BMW,840Ci,1994,Gasolina,009050-6,outubro de 2023 ,r73x306qwzp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 33.488,00",BMW,840Ci,1993,Gasolina,009050-6,outubro de 2023 ,qzy9q8txvdp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 32.258,00",BMW,840Ci,1992,Gasolina,009050-6,outubro de 2023 ,qjj7m75v0zp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 69.758,00",BMW,840CiA,1998,Gasolina,009051-4,outubro de 2023 ,5p7b3g18y4p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 58.712,00",BMW,840CiA,1997,Gasolina,009051-4,outubro de 2023 ,1jqgnb62xhp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 47.102,00",BMW,840CiA,1996,Gasolina,009051-4,outubro de 2023 ,w4lk87c2cwp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 44.409,00",BMW,840CiA,1995,Gasolina,009051-4,outubro de 2023 ,v30rrl5kdhp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 41.048,00",BMW,840CiA,1994,Gasolina,009051-4,outubro de 2023 ,tvl4hc13kcp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 37.785,00",BMW,840CiA,1993,Gasolina,009051-4,outubro de 2023 ,smb4fz3ph1p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 35.968,00",BMW,840CiA,1992,Gasolina,009051-4,outubro de 2023 ,rx1p86l94yp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 46.176,00",BMW,540iTA,2001,Gasolina,009052-2,outubro de 2023 ,wsq0jn853dp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 41.417,00",BMW,540iTA,2000,Gasolina,009052-2,outubro de 2023 ,tzx76zpb6sp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 39.301,00",BMW,540iTA,1999,Gasolina,009052-2,outubro de 2023 ,s534152n4gp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 34.488,00",BMW,540iTA,1998,Gasolina,009052-2,outubro de 2023 ,rcpr9lr204p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 33.125,00",BMW,540iTA,1997,Gasolina,009052-2,outubro de 2023 ,qvqcmfmb58p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 29.607,00",BMW,540iTA,1996,Gasolina,009052-2,outubro de 2023 ,pjgpbz0w0tp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 24.194,00",BMW,540iTA,1995,Gasolina,009052-2,outubro de 2023 ,mgz61s7zyqp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 23.151,00",BMW,540iTA,1994,Gasolina,009052-2,outubro de 2023 ,l2r3zttccgp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 62.184,00",BMW,740iLA Protection,2001,Gasolina,009053-0,outubro de 2023 ,2vffl7064kp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 52.971,00",BMW,740iLA Protection,2000,Gasolina,009053-0,outubro de 2023 ,zcdslmnynkp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 44.230,00",BMW,740iLA Protection,1999,Gasolina,009053-0,outubro de 2023 ,v1xpvxwkfpp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 30.575,00",BMW,323iA Entry Sedan,2000,Gasolina,009054-9,outubro de 2023 ,pwtjbwqw1fp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 40.537,00",BMW,323iA Top Sedan,2002,Gasolina,009056-5,outubro de 2023 ,tnmdry2qx0p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 35.315,00",BMW,323iA Top Sedan,2001,Gasolina,009056-5,outubro de 2023 ,rpdckz0m4qp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 34.453,00",BMW,323iA Top Sedan,2000,Gasolina,009056-5,outubro de 2023 ,rb81x81b6np,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 32.817,00",BMW,323iA Top Sedan,1999,Gasolina,009056-5,outubro de 2023 ,qq3d6r0bhrp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 44.007,00",BMW,323Ci Coupê,2000,Gasolina,009057-3,outubro de 2023 ,vy9m58ltz7p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 37.333,00",BMW,323Ci Coupê,1999,Gasolina,009057-3,outubro de 2023 ,sf1vhyblyrp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 44.394,00",BMW,323CiA Coupê,2000,Gasolina,009058-1,outubro de 2023 ,v3t9q5m087p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 38.761,00",BMW,323CiA Coupê,1999,Gasolina,009058-1,outubro de 2023 ,szswk7kq9np,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 14.104,00",BMW,316 (todas),1995,Gasolina,009059-0,outubro de 2023 ,hnptc1fxvsp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 12.180,00",BMW,316 (todas),1994,Gasolina,009059-0,outubro de 2023 ,gx4hlrnxbfp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 11.408,00",BMW,316 (todas),1993,Gasolina,009059-0,outubro de 2023 ,gm2w1jvv2wp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 10.729,00",BMW,316 (todas),1992,Gasolina,009059-0,outubro de 2023 ,gc33cplmbbp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 10.383,00",BMW,316 (todas),1991,Gasolina,009059-0,outubro de 2023 ,f72bsvng7hp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 10.086,00",BMW,316 (todas),1990,Gasolina,009059-0,outubro de 2023 ,f4ldbfsv1kp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 9.300,00",BMW,316 (todas),1987,Gasolina,009059-0,outubro de 2023 ,cghr3b1kp5xc,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 8.504,00",BMW,316 (todas),1986,Gasolina,009059-0,outubro de 2023 ,cchfwk6pzkqc,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 33.115,00",BMW,318Ti/TiA Compact 1.9 16V,1999,Gasolina,009060-3,outubro de 2023 ,qvlqygt28pp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 32.172,00",BMW,318Ti/TiA Compact 1.9 16V,1998,Gasolina,009060-3,outubro de 2023 ,qhjzmxs50kp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 29.428,00",BMW,318Ti/TiA Compact 1.9 16V,1997,Gasolina,009060-3,outubro de 2023 ,pgcmf88glyp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 28.710,00",BMW,318Ti/TiA Compact 1.9 16V,1996,Gasolina,009060-3,outubro de 2023 ,n5ynby45k3p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 27.285,00",BMW,318Ti/TiA Compact 1.9 16V,1995,Gasolina,009060-3,outubro de 2023 ,nm7p2j9xd7p,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 27.337,00",BMW,318i/iA Compact 1.8 16V,1997,Gasolina,009061-1,outubro de 2023 ,nnvlzvqywyp,1,G,"segunda-feira, 16 de outubro de 2023 16:38"
"R$ 26.590,00",BMW,318i/iA Compact 1.8 16V,1996,Gasolina,009061-1,outubro de 2023 ,nc223z027fp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 25.941,00",BMW,318i/iA Compact 1.8 16V,1995,Gasolina,009061-1,outubro de 2023 ,m4g6gzg8cqp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 21.180,00",BMW,318i/iA Compact 1.8 16V,1994,Gasolina,009061-1,outubro de 2023 ,lbnqmpmqysp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 28.020,00",BMW,318i Cabrio 1.8 16V,1995,Gasolina,009062-0,outubro de 2023 ,nxvvqwgxwwp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 24.127,00",BMW,318i Cabrio 1.8 16V,1994,Gasolina,009062-0,outubro de 2023 ,mf6v32brzyp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 41.054,00",BMW,323i 2.5 24V,2001,Gasolina,009063-8,outubro de 2023 ,tvn9234qc4p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 39.896,00",BMW,323i 2.5 24V,2000,Gasolina,009063-8,outubro de 2023 ,td3d79fnjbp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 37.351,00",BMW,323i 2.5 24V,1999,Gasolina,009063-8,outubro de 2023 ,sf8c97ljhtp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 25.377,00",BMW,323i 2.5 24V,1998,Gasolina,009063-8,outubro de 2023 ,mxv6kzk34hp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 40.144,00",BMW,323iA 2.5 24V,2001,Gasolina,009064-6,outubro de 2023 ,th0kl873fpp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 37.050,00",BMW,323iA 2.5 24V,2000,Gasolina,009064-6,outubro de 2023 ,sbqzsm8vwmp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 30.076,00",BMW,323iA 2.5 24V,1999,Gasolina,009064-6,outubro de 2023 ,ppy4t0sgvrp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 25.063,00",BMW,323iA 2.5 24V,1998,Gasolina,009064-6,outubro de 2023 ,ms52kknf25p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 38.547,00",BMW,328iA Touring/Sport,1999,Gasolina,009065-4,outubro de 2023 ,sw829785h7p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 37.496,00",BMW,328iA Touring/Sport,1998,Gasolina,009065-4,outubro de 2023 ,shy23xvrtpp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 36.470,00",BMW,328iA Touring/Sport,1997,Gasolina,009065-4,outubro de 2023 ,r3x5lyjjp5p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 33.257,00",BMW,328iA Touring/Sport,1996,Gasolina,009065-4,outubro de 2023 ,qw8bx8sgtxp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 45.731,00",BMW,328i Exclusive 2.8 24V,2000,Gasolina,009066-2,outubro de 2023 ,wmh8gpsgdhp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 39.779,00",BMW,328i Exclusive 2.8 24V,1999,Gasolina,009066-2,outubro de 2023 ,tcqwyv3xfgp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 35.937,00",BMW,328i Exclusive 2.8 24V,1998,Gasolina,009066-2,outubro de 2023 ,rxpfz19yyrp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 32.278,00",BMW,328i Exclusive 2.8 24V,1997,Gasolina,009066-2,outubro de 2023 ,qjshz361nkp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 46.350,00",BMW,328iA Exclusive 2.8 24V,2000,Gasolina,009067-0,outubro de 2023 ,wvr72wnkc7p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 41.286,00",BMW,328iA Exclusive 2.8 24V,1999,Gasolina,009067-0,outubro de 2023 ,tydm5d596fp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 38.521,00",BMW,328iA Exclusive 2.8 24V,1998,Gasolina,009067-0,outubro de 2023 ,swzncl1s8fp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 34.653,00",BMW,328iA Exclusive 2.8 24V,1997,Gasolina,009067-0,outubro de 2023 ,rfmrf40tyjp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 26.189,00",BMW,525i/iA Touring,1995,Gasolina,009068-9,outubro de 2023 ,m7dbtzp39jp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 24.165,00",BMW,525i/iA Touring,1994,Gasolina,009068-9,outubro de 2023 ,mgnn88jdf1p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 19.886,00",BMW,525i/iA Touring,1993,Gasolina,009068-9,outubro de 2023 ,kvhddvg6xvp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 16.610,00",BMW,525i/iA Touring,1992,Gasolina,009068-9,outubro de 2023 ,jl2nwmxsgfp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 14.906,00",BMW,525i/iA Touring,1991,Gasolina,009068-9,outubro de 2023 ,hy29y3f4vkp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 27.061,00",BMW,530i/iA Touring,1995,Gasolina,009069-7,outubro de 2023 ,nkl84mzkw2p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 25.942,00",BMW,530i/iA Touring,1994,Gasolina,009069-7,outubro de 2023 ,m4hkq83j9kp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 21.387,00",BMW,530i/iA Touring,1993,Gasolina,009069-7,outubro de 2023 ,ld2y0mtj3vp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 17.209,00",BMW,530i/iA Touring,1992,Gasolina,009069-7,outubro de 2023 ,jt3c4x9x5yp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 17.988,00",BMW,735i/iA 3.5 32V,1992,Gasolina,009070-0,outubro de 2023 ,j37jk63x4kp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 17.493,00",BMW,735i/iA 3.5 32V,1991,Gasolina,009070-0,outubro de 2023 ,jyfl4jpktpp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 16.854,00",BMW,735i/iA 3.5 32V,1990,Gasolina,009070-0,outubro de 2023 ,jpyb5gc6llp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 14.827,00",BMW,735i/iA 3.5 32V,1989,Gasolina,009070-0,outubro de 2023 ,hx5ltvtxymp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 14.305,00",BMW,735i/iA 3.5 32V,1988,Gasolina,009070-0,outubro de 2023 ,hq1v461pjdp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 11.101,00",BMW,735i/iA 3.5 32V,1987,Gasolina,009070-0,outubro de 2023 ,gjg9w6d70lp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 61.340,00",BMW,750iL Highline 5.4 24V,1998,Gasolina,009071-9,outubro de 2023 ,2jjnsvbjknp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 48.383,00",BMW,750iL Highline 5.4 24V,1997,Gasolina,009071-9,outubro de 2023 ,xml508bbdsp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 46.391,00",BMW,750iL Highline 5.4 24V,1996,Gasolina,009071-9,outubro de 2023 ,wv741y3pzgp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 45.259,00",BMW,750iL Highline 5.4 24V,1995,Gasolina,009071-9,outubro de 2023 ,wfzp5smnyvp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 33.430,00",BMW,750iL Highline 5.4 24V,1994,Gasolina,009071-9,outubro de 2023 ,qy8666l3rxp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 27.854,00",BMW,750iL Highline 5.4 24V,1993,Gasolina,009071-9,outubro de 2023 ,nvxh91l3sjp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 33.340,00",BMW,740iL/iLA Highline 4.4 32V,1996,Gasolina,009072-7,outubro de 2023 ,qx7h4qc51kp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 117.598,00",BMW,M3 3.2 24V,2006,Gasolina,009073-5,outubro de 2023 ,gr6nw9d4hwy1,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 114.729,00",BMW,M3 3.2 24V,2005,Gasolina,009073-5,outubro de 2023 ,gnvc7rl5n3vt,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 111.930,00",BMW,M3 3.2 24V,2004,Gasolina,009073-5,outubro de 2023 ,gkknf8n4pgrl,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 105.796,00",BMW,M3 3.2 24V,2003,Gasolina,009073-5,outubro de 2023 ,gbcpx4b2djnc,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 92.605,00",BMW,M3 3.2 24V,2002,Gasolina,009073-5,outubro de 2023 ,cgb3j0yh98rp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 83.826,00",BMW,M3 3.2 24V,2001,Gasolina,009073-5,outubro de 2023 ,cb05m310q1rp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 63.745,00",BMW,M3 3.2 24V,2000,Gasolina,009073-5,outubro de 2023 ,3fqs8pw2cvp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 55.898,00",BMW,M3 3.2 24V,1999,Gasolina,009073-5,outubro de 2023 ,0gqnq312h5p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 54.534,00",BMW,M3 3.2 24V,1998,Gasolina,009073-5,outubro de 2023 ,zyqwsnshd4p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 39.961,00",BMW,M3 3.2 24V,1997,Gasolina,009073-5,outubro de 2023 ,tfv1nf66tmp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 35.777,00",BMW,M3 3.2 24V,1996,Gasolina,009073-5,outubro de 2023 ,rvs85zzh9rp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 92.504,00",BMW,M3 Cabrio 3.0 24V,1995,Gasolina,009074-3,outubro de 2023 ,cf9xtz6z22tp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 43.826,00",BMW,M3 Cabrio 3.0 24V,1994,Gasolina,009074-3,outubro de 2023 ,vw5vr0wzrhp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 294.904,00",BMW,M5 5.0 32V/ 40V,2010,Gasolina,009075-1,outubro de 2023 ,pg26g8m9szp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 287.711,00",BMW,M5 5.0 32V/ 40V,2009,Gasolina,009075-1,outubro de 2023 ,n6nrqvzmbf8q,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 280.693,00",BMW,M5 5.0 32V/ 40V,2008,Gasolina,009075-1,outubro de 2023 ,nyfn43g7y75h,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 273.846,00",BMW,M5 5.0 32V/ 40V,2007,Gasolina,009075-1,outubro de 2023 ,npds78xgs918,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 267.166,00",BMW,M5 5.0 32V/ 40V,2006,Gasolina,009075-1,outubro de 2023 ,nfk0jn0jyky1,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 144.332,00",BMW,M5 5.0 32V/ 40V,2003,Gasolina,009075-1,outubro de 2023 ,hskclrdmbcnc,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 140.811,00",BMW,M5 5.0 32V/ 40V,2002,Gasolina,009075-1,outubro de 2023 ,hnfc86w6x2j4,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 131.377,00",BMW,M5 5.0 32V/ 40V,2001,Gasolina,009075-1,outubro de 2023 ,g9chgymkrxfx,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 99.958,00",BMW,M5 5.0 32V/ 40V,2000,Gasolina,009075-1,outubro de 2023 ,cj394c33g3kp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 79.221,00",BMW,M5 5.0 32V/ 40V,1999,Gasolina,009075-1,outubro de 2023 ,885v0pk1qvp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 83.192,00",BMW,850CSi 5.6 24V,1995,Gasolina,009076-0,outubro de 2023 ,cbsq6hf9lxkp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 68.603,00",BMW,850CSi 5.6 24V,1994,Gasolina,009076-0,outubro de 2023 ,48pj2jrr3gp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 65.855,00",BMW,850CSi 5.6 24V,1993,Gasolina,009076-0,outubro de 2023 ,37gqtqqnm6p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 63.237,00",BMW,850CSi 5.6 24V,1992,Gasolina,009076-0,outubro de 2023 ,27r5b5tpdxp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 95.577,00",BMW,850Ci/CiA 5.0 24V,1995,Gasolina,009077-8,outubro de 2023 ,chgyr6n9jnzp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 87.963,00",BMW,850Ci/CiA 5.0 24V,1994,Gasolina,009077-8,outubro de 2023 ,cdln90pcx4wp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 70.924,00",BMW,850Ci/CiA 5.0 24V,1993,Gasolina,009077-8,outubro de 2023 ,54w42nsgbmp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 53.437,00",BMW,850Ci/CiA 5.0 24V,1992,Gasolina,009077-8,outubro de 2023 ,zjv48slfk3p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 49.045,00",BMW,850Ci/CiA 5.0 24V,1991,Gasolina,009077-8,outubro de 2023 ,xwcs43jh9pp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 80.163,00",BMW,850Ci/CiA 5.4 24V,1998,Gasolina,009078-6,outubro de 2023 ,9m671yc22jp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 77.738,00",BMW,850Ci/CiA 5.4 24V,1997,Gasolina,009078-6,outubro de 2023 ,8qst66fmncp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 74.530,00",BMW,850Ci/CiA 5.4 24V,1996,Gasolina,009078-6,outubro de 2023 ,7h5twz9s2xp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 59.481,00",BMW,M Roadster,2000,Gasolina,009079-4,outubro de 2023 ,1tqzdpp8djp,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 79.301,00",BMW,X5 3.0 4x4,2010,Gasolina,009081-6,outubro de 2023 ,893yd7kht0p,1,G,"segunda-feira, 16 de outubro de 2023 16:39"
"R$ 77.366,00",BMW,X5 3.0 4x4,2009,Gasolina,009081-6,outubro de 2023 ,8lfmpqd5dwp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 75.269,00",BMW,X5 3.0 4x4,2008,Gasolina,009081-6,outubro de 2023 ,7svfmh5lbmp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 62.831,00",BMW,X5 3.0 4x4,2007,Gasolina,009081-6,outubro de 2023 ,220lqpk2tgp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 55.002,00",BMW,X5 3.0 4x4,2006,Gasolina,009081-6,outubro de 2023 ,z36z0dzbppp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 53.660,00",BMW,X5 3.0 4x4,2005,Gasolina,009081-6,outubro de 2023 ,zmg6yffdc6p,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 45.308,00",BMW,X5 3.0 4x4,2004,Gasolina,009081-6,outubro de 2023 ,wgkh86xkk2p,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 40.649,00",BMW,X5 3.0 4x4,2003,Gasolina,009081-6,outubro de 2023 ,tpx3qyqf0lp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 38.442,00",BMW,X5 3.0 4x4,2002,Gasolina,009081-6,outubro de 2023 ,sv1x7ctnzlp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 33.845,00",BMW,X5 3.0 4x4,2001,Gasolina,009081-6,outubro de 2023 ,q3418b92q3p,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 46.452,00",BMW,X5 4.4 4x4,2003,Gasolina,009082-4,outubro de 2023 ,wwzbcxw244p,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 43.875,00",BMW,X5 4.4 4x4,2002,Gasolina,009082-4,outubro de 2023 ,vxrnwf2vqgp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 39.929,00",BMW,X5 4.4 4x4,2001,Gasolina,009082-4,outubro de 2023 ,tfhd21csvzp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 38.955,00",BMW,X5 4.4 4x4,2000,Gasolina,009082-4,outubro de 2023 ,s12dhchmfvp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 37.748,00",BMW,323i Sport,1998,Gasolina,009083-2,outubro de 2023 ,slxpj2wjtzp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 56.337,00",BMW,540iA MotorSport,2003,Gasolina,009084-0,outubro de 2023 ,0mv6598yb5p,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 54.962,00",BMW,540iA MotorSport,2002,Gasolina,009084-0,outubro de 2023 ,z3rf9mm1ccp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 53.201,00",BMW,540iA MotorSport,2001,Gasolina,009084-0,outubro de 2023 ,zf3c3923q9p,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 107.939,00",BMW,Z3 3.0 24V Roadster 2p,2002,Gasolina,009085-9,outubro de 2023 ,gdwlkxcgkqj4,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 92.601,00",BMW,Z3 3.0 24V Roadster 2p,2001,Gasolina,009085-9,outubro de 2023 ,cgb12yr59qcp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 32.990,00",BMW,328i/iA (novo modelo),2000,Gasolina,009086-7,outubro de 2023 ,qs39hpl797p,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 31.330,00",BMW,328i/iA (novo modelo),1999,Gasolina,009086-7,outubro de 2023 ,p5nyb3lw9gp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 30.565,00",BMW,328i/iA (novo modelo),1998,Gasolina,009086-7,outubro de 2023 ,pwpwnynsw1p,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
"R$ 94.225,00",BMW,330CiA Cabriolet,2006,Gasolina,009087-5,outubro de 2023 ,cgy3cgq4cjyp,1,G,"segunda-feira, 16 de outubro de 2023 16:40"
